"Date(UTC)","Pair","Side","Price","Executed","Amount","Fee"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021420000BTC","41.49054000GBP","0.0414905400GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021430000BTC","41.50991000GBP","0.0415099100GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021580000BTC","41.80046000GBP","0.0418004600GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021510000BTC","41.66487000GBP","0.0416648700GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021620000BTC","41.87794000GBP","0.0418779400GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021580000BTC","41.80046000GBP","0.0418004600GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021460000BTC","41.56802000GBP","0.0415680200GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021640000BTC","41.91668000GBP","0.0419166800GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0021510000BTC","41.66487000GBP","0.0416648700GBP"
"2020-12-27 20:56:08","BTCGBP","SELL","19370.0000000000","0.0016080000BTC","31.14696000GBP","0.0311469600GBP"
"2020-12-27 20:56:07","BTCGBP","SELL","19370.0000000000","0.0304410000BTC","589.64217000GBP","0.5896421700GBP"
"2020-12-27 20:56:07","BTCGBP","SELL","19370.0000000000","0.0085530000BTC","165.67161000GBP","0.1656716100GBP"
"2020-12-27 20:56:02","BTCGBP","SELL","19370.0000000000","0.1113300000BTC","2156.46210000GBP","2.1564621000GBP"
"2020-12-27 20:56:02","BTCGBP","SELL","19370.0000000000","0.0091500000BTC","177.23550000GBP","0.1772355000GBP"
"2020-12-27 20:56:02","BTCGBP","SELL","19370.0000000000","0.2000000000BTC","3874.00000000GBP","3.8740000000GBP"
"2020-12-27 20:56:00","BTCGBP","SELL","19370.0000000000","0.0025810000BTC","49.99397000GBP","0.0499939700GBP"
"2020-12-26 02:48:24","BTCGBP","BUY","18450.0000000000","0.1731210000BTC","3194.08245000GBP","0.0001731200BTC"
"2020-12-26 02:48:24","BTCGBP","BUY","18450.0000000000","0.1731210000BTC","3194.08245000GBP","0.0001731200BTC"
"2020-12-26 02:48:24","BTCGBP","BUY","18450.0000000000","0.0911730000BTC","1682.14185000GBP","0.0000911700BTC"
"2020-12-26 02:09:03","BTCGBP","SELL","18435.0000000000","0.1104200000BTC","2035.59270000GBP","2.0355927000GBP"
"2020-12-26 02:09:03","BTCGBP","SELL","18435.0000000000","0.0042350000BTC","78.07222500GBP","0.0780722300GBP"
"2020-12-26 02:09:03","BTCGBP","SELL","18435.0000000000","0.1734400000BTC","3197.36640000GBP","3.1973664000GBP"
"2020-12-26 02:09:03","BTCGBP","SELL","18435.0000000000","0.1500000000BTC","2765.25000000GBP","2.7652500000GBP"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252090000","0.0180000000ETH","0.00045376BTC","0.0000004500BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252120000","0.0270000000ETH","0.00068072BTC","0.0000006800BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252110000","0.0140000000ETH","0.00035295BTC","0.0000003500BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252120000","1.8970000000ETH","0.04782716BTC","0.0000478300BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252110000","2.2040000000ETH","0.05556504BTC","0.0000555700BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252090000","2.2070000000ETH","0.05563626BTC","0.0000556400BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252100000","0.0240000000ETH","0.00060504BTC","0.0000006100BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252090000","0.0080000000ETH","0.00020167BTC","0.0000002000BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252100000","2.5790000000ETH","0.06501659BTC","0.0000650200BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252100000","0.0060000000ETH","0.00015126BTC","0.0000001500BTC"
"2020-12-26 01:47:47","ETHBTC","SELL","0.0252130000","1.0060000000ETH","0.02536428BTC","0.0000253600BTC"
"2020-12-26 01:34:07","LINKBTC","BUY","0.0004682000","640.4000000000LINK","0.29983528BTC","0.6404000000LINK"
"2020-12-26 01:34:05","LINKBTC","BUY","0.0004682000","9.4000000000LINK","0.00440108BTC","0.0094000000LINK"
"2020-12-26 01:31:12","ADABTC","BUY","0.0000063000","41770.0000000000ADA","0.26315100BTC","41.7700000000ADA"
"2020-12-26 01:31:12","ADABTC","BUY","0.0000063000","2038.0000000000ADA","0.01283940BTC","2.0380000000ADA"
"2020-12-26 01:31:12","ADABTC","BUY","0.0000063000","3933.0000000000ADA","0.02477790BTC","3.9330000000ADA"
"2020-12-26 00:42:36","ALGOBTC","BUY","0.0000127000","262.0000000000ALGO","0.00332740BTC","0.2620000000ALGO"
"2020-12-26 00:42:36","ALGOBTC","BUY","0.0000127000","355.0000000000ALGO","0.00450850BTC","0.3550000000ALGO"
"2020-12-26 00:42:36","ALGOBTC","BUY","0.0000127000","31524.0000000000ALGO","0.40035480BTC","31.5240000000ALGO"
"2020-12-26 00:42:36","ALGOBTC","BUY","0.0000127000","21.0000000000ALGO","0.00026670BTC","0.0210000000ALGO"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254400000","0.0340000000ETH","0.00086496BTC","0.0000340000ETH"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254470000","3.2560000000ETH","0.08285543BTC","0.0032560000ETH"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254450000","2.5000000000ETH","0.06361250BTC","0.0025000000ETH"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254460000","2.0000000000ETH","0.05089200BTC","0.0020000000ETH"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254450000","2.0000000000ETH","0.05089000BTC","0.0020000000ETH"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254460000","0.0500000000ETH","0.00127230BTC","0.0000500000ETH"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254460000","0.0500000000ETH","0.00127230BTC","0.0000500000ETH"
"2020-12-26 00:28:35","ETHBTC","BUY","0.0254460000","0.1100000000ETH","0.00279906BTC","0.0001100000ETH"
"2020-12-26 00:01:51","BTCGBP","BUY","18390.0000000000","0.6436660000BTC","11837.01774000GBP","0.0006436700BTC"
"2020-12-26 00:01:35","BTCGBP","BUY","18390.0000000000","0.0470090000BTC","864.49551000GBP","0.0000470100BTC"
"2020-12-26 00:01:35","BTCGBP","BUY","18390.0000000000","0.0470090000BTC","864.49551000GBP","0.0000470100BTC"
"2020-12-26 00:01:28","BTCGBP","BUY","18390.0000000000","0.0175210000BTC","322.21119000GBP","0.0000175200BTC"
"2020-12-26 00:01:26","BTCGBP","BUY","18390.0000000000","0.0250960000BTC","461.51544000GBP","0.0000251000BTC"
"2020-12-26 00:01:24","BTCGBP","BUY","18390.0000000000","0.0159280000BTC","292.91592000GBP","0.0000159300BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18383.8600000000","0.0381900000BTC","702.07961340GBP","0.0000381900BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18388.6600000000","0.0445930000BTC","820.00551538GBP","0.0000445900BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18383.8700000000","0.0606200000BTC","1114.43019940GBP","0.0000606200BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18383.0400000000","0.0381920000BTC","702.08506368GBP","0.0000381900BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18388.6700000000","0.2660250000BTC","4891.84593675GBP","0.0002660300BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18388.6600000000","0.1094150000BTC","2011.99523390GBP","0.0001094200BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18385.8900000000","0.0010240000BTC","18.82715136GBP","0.0000010200BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18382.4800000000","0.0120140000BTC","220.84711472GBP","0.0000120100BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18381.1500000000","0.0153600000BTC","282.33446400GBP","0.0000153600BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18388.6600000000","0.0135870000BTC","249.84672342GBP","0.0000135900BTC"
"2020-12-26 00:01:17","BTCGBP","BUY","18383.0500000000","0.0606200000BTC","1114.38049100GBP","0.0000606200BTC"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.2000000000BTC","3660.00000000GBP","3.6600000000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.0500000000BTC","915.00000000GBP","0.9150000000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.0000140000BTC","0.25620000GBP","0.0002562000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.0500000000BTC","915.00000000GBP","0.9150000000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.0500000000BTC","915.00000000GBP","0.9150000000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.3635420000BTC","6652.81860000GBP","6.6528186000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.0522600000BTC","956.35800000GBP","0.9563580000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.3000000000BTC","5490.00000000GBP","5.4900000000GBP"
"2020-12-25 23:55:46","BTCGBP","SELL","18300.0000000000","0.1000000000BTC","1830.00000000GBP","1.8300000000GBP"
"2020-12-25 23:55:33","BTCGBP","SELL","18300.0000000000","0.0059790000BTC","109.41570000GBP","0.1094157000GBP"
"2020-12-25 23:55:32","BTCGBP","SELL","18300.0000000000","0.0126850000BTC","232.13550000GBP","0.2321355000GBP"
"2020-12-25 23:55:31","BTCGBP","SELL","18300.0000000000","0.0202840000BTC","371.19720000GBP","0.3711972000GBP"
"2020-12-25 23:55:30","BTCGBP","SELL","18300.0000000000","0.0201530000BTC","368.79990000GBP","0.3687999000GBP"
"2020-12-25 23:55:29","BTCGBP","SELL","18300.0000000000","0.0126860000BTC","232.15380000GBP","0.2321538000GBP"
"2020-12-25 23:55:29","BTCGBP","SELL","18300.0000000000","0.0202840000BTC","371.19720000GBP","0.3711972000GBP"
"2020-12-25 23:55:29","BTCGBP","SELL","18300.0000000000","0.0062480000BTC","114.33840000GBP","0.1143384000GBP"
"2020-12-25 23:55:29","BTCGBP","SELL","18300.0000000000","0.2003550000BTC","3666.49650000GBP","3.6664965000GBP"
"2020-12-25 21:43:54","BTCGBP","BUY","18020.0000000000","0.5213460000BTC","9394.65492000GBP","0.0005213500BTC"
"2020-12-25 20:09:56","BTCGBP","SELL","18115.0000000000","0.0000050000BTC","0.09057500GBP","0.0000905800GBP"
"2020-12-25 20:09:14","BTCGBP","SELL","18115.0000000000","0.0367110000BTC","665.01976500GBP","0.6650197700GBP"
"2020-12-25 20:09:14","BTCGBP","SELL","18115.0000000000","0.4823800000BTC","8738.31370000GBP","8.7383137000GBP"
"2020-12-25 18:47:17","BTCGBP","BUY","18010.0000000000","0.2000000000BTC","3602.00000000GBP","0.0002000000BTC"
"2020-12-25 18:47:17","BTCGBP","BUY","18010.0000000000","0.2423290000BTC","4364.34529000GBP","0.0002423300BTC"
"2020-12-25 18:47:14","BTCGBP","BUY","18000.0000000000","0.0000070000BTC","0.12600000GBP","0.0000000100BTC"
"2020-12-25 18:47:14","BTCGBP","BUY","18000.0000000000","0.0156920000BTC","282.45600000GBP","0.0000156900BTC"
"2020-12-25 18:47:14","BTCGBP","BUY","18010.0000000000","0.0040250000BTC","72.49025000GBP","0.0000040300BTC"
"2020-12-25 18:47:14","BTCGBP","BUY","18005.1100000000","0.0037940000BTC","68.31138734GBP","0.0000037900BTC"
"2020-12-25 18:47:14","BTCGBP","BUY","18000.1000000000","0.0537580000BTC","967.64937580GBP","0.0000537600BTC"
"2020-12-25 18:47:14","BTCGBP","BUY","18006.9900000000","0.0000040000BTC","0.07202796GBP","0.0000000100BTC"
"2020-12-25 12:10:08","BTCGBP","SELL","18220.0000000000","0.5139100000BTC","9363.44020000GBP","9.3634402000GBP"
"2020-12-25 11:18:52","BTCGBP","BUY","17833.0500000000","0.0493790000BTC","880.57817595GBP","0.0000493800BTC"
"2020-12-25 11:18:52","BTCGBP","BUY","17833.0600000000","0.2152550000BTC","3838.65533030GBP","0.0002152600BTC"
"2020-12-25 11:18:52","BTCGBP","BUY","17831.0100000000","0.2480330000BTC","4422.67890333GBP","0.0002480300BTC"
"2020-12-25 11:18:52","BTCGBP","BUY","17833.0000000000","0.0017640000BTC","31.45741200GBP","0.0000017600BTC"
"2020-12-24 22:53:30","BTCGBP","SELL","17560.0000000000","0.0000050000BTC","0.08780000GBP","0.0000878000GBP"
"2020-12-24 22:53:28","BTCGBP","SELL","17560.0000000000","0.0500000000BTC","878.00000000GBP","0.8780000000GBP"
"2020-12-24 22:53:28","BTCGBP","SELL","17560.0000000000","0.2450500000BTC","4303.07800000GBP","4.3030780000GBP"
"2020-12-24 22:53:28","BTCGBP","SELL","17560.0000000000","0.2246600000BTC","3945.02960000GBP","3.9450296000GBP"
"2020-12-24 22:53:28","BTCGBP","SELL","17565.5500000000","0.0033730000BTC","59.24860015GBP","0.0592486000GBP"
"2020-12-24 16:29:13","BTCGBP","BUY","17320.0000000000","0.1296960000BTC","2246.33472000GBP","0.0001297000BTC"
"2020-12-24 16:29:13","BTCGBP","BUY","17318.3500000000","0.0020200000BTC","34.98306700GBP","0.0000020200BTC"
"2020-12-24 16:29:13","BTCGBP","BUY","17317.5400000000","0.0643570000BTC","1114.50492178GBP","0.0000643600BTC"
"2020-12-24 16:29:13","BTCGBP","BUY","17320.0000000000","0.0702910000BTC","1217.44012000GBP","0.0000702900BTC"
"2020-12-24 16:29:13","BTCGBP","BUY","17316.2600000000","0.0643610000BTC","1114.49180986GBP","0.0000643600BTC"
"2020-12-24 16:29:13","BTCGBP","BUY","17320.0000000000","0.0198440000BTC","343.69808000GBP","0.0000198400BTC"
"2020-12-24 16:29:13","BTCGBP","BUY","17320.0000000000","0.0015890000BTC","27.52148000GBP","0.0000015900BTC"
"2020-12-24 16:29:13","BTCGBP","BUY","17315.4100000000","0.1714540000BTC","2968.79630614GBP","0.0001714500BTC"
"2020-12-24 14:35:24","BTCGBP","SELL","17220.0000000000","0.0000010000BTC","0.01722000GBP","0.0000172200GBP"
"2020-12-24 14:35:24","BTCGBP","SELL","17220.0000000000","0.1000000000BTC","1722.00000000GBP","1.7220000000GBP"
"2020-12-24 14:35:24","BTCGBP","SELL","17220.0000000000","0.4173200000BTC","7186.25040000GBP","7.1862504000GBP"
"2020-12-24 14:35:19","BTCGBP","SELL","17220.0000000000","0.0098590000BTC","169.77198000GBP","0.1697719800GBP"
"2020-12-23 22:09:14","BTCGBP","BUY","17250.0000000000","0.4500000000BTC","7762.50000000GBP","0.0004500000BTC"
"2020-12-23 22:09:14","BTCGBP","BUY","17250.0000000000","0.0292360000BTC","504.32100000GBP","0.0000292400BTC"
"2020-12-23 22:09:11","BTCGBP","BUY","17250.0000000000","0.0484710000BTC","836.12475000GBP","0.0000484700BTC"
"2020-12-23 13:25:54","BTCGBP","SELL","17794.7200000000","0.5120650000BTC","9112.05329680GBP","9.1120533000GBP"
"2020-12-23 11:36:29","BTCGBP","BUY","17240.0000000000","0.3000000000BTC","5172.00000000GBP","0.0003000000BTC"
"2020-12-23 11:36:29","BTCGBP","BUY","17240.0000000000","0.2125700000BTC","3664.70680000GBP","0.0002125700BTC"
"2020-12-23 11:36:29","BTCGBP","BUY","17240.0000000000","0.0000080000BTC","0.13792000GBP","0.0000000100BTC"
"2020-12-23 11:00:28","BTCGBP","SELL","17495.0000000000","0.4613240000BTC","8070.86338000GBP","8.0708633800GBP"
"2020-12-23 11:00:26","BTCGBP","SELL","17495.0000000000","0.0013870000BTC","24.26556500GBP","0.0242655700GBP"
"2020-12-23 11:00:26","BTCGBP","SELL","17495.0000000000","0.0357250000BTC","625.00887500GBP","0.6250088800GBP"
"2020-12-23 11:00:25","BTCGBP","SELL","17499.0000000000","0.0005770000BTC","10.09692300GBP","0.0100969200GBP"
"2020-12-23 11:00:25","BTCGBP","SELL","17495.0000000000","0.0050000000BTC","87.47500000GBP","0.0874750000GBP"
"2020-12-23 11:00:25","BTCGBP","SELL","17498.1700000000","0.0007140000BTC","12.49369338GBP","0.0124936900GBP"
"2020-12-23 11:00:25","BTCGBP","SELL","17498.3300000000","0.0007670000BTC","13.42121911GBP","0.0134212200GBP"
"2020-12-23 10:13:39","BTCGBP","BUY","17720.3500000000","0.0211200000BTC","374.25379200GBP","0.0000211200BTC"
"2020-12-23 10:13:39","BTCGBP","BUY","17720.2000000000","0.1200000000BTC","2126.42400000GBP","0.0001200000BTC"
"2020-12-23 10:13:39","BTCGBP","BUY","17727.7300000000","0.0304180000BTC","539.24209114GBP","0.0000304200BTC"
"2020-12-23 10:13:39","BTCGBP","BUY","17724.5400000000","0.0422310000BTC","748.52504874GBP","0.0000422300BTC"
"2020-12-23 10:13:39","BTCGBP","BUY","17727.3200000000","0.0422270000BTC","748.57154164GBP","0.0000422300BTC"
"2020-12-23 10:13:39","BTCGBP","BUY","17707.8400000000","0.0000040000BTC","0.07083136GBP","0.0000000100BTC"
"2020-12-23 10:13:39","BTCGBP","BUY","17720.2100000000","0.2500000000BTC","4430.05250000GBP","0.0002500000BTC"
"2020-12-23 01:41:06","BTCGBP","SELL","17720.0000000000","0.0029150000BTC","51.65380000GBP","0.0516538000GBP"
"2020-12-23 01:41:06","BTCGBP","SELL","17720.0000000000","0.4405700000BTC","7806.90040000GBP","7.8069004000GBP"
"2020-12-23 01:41:06","BTCGBP","SELL","17720.0000000000","0.0029180000BTC","51.70696000GBP","0.0517069600GBP"
"2020-12-23 01:41:06","BTCGBP","SELL","17720.0000000000","0.0518600000BTC","918.95920000GBP","0.9189592000GBP"
"2020-12-23 01:41:05","BTCGBP","SELL","17728.8900000000","0.0000100000BTC","0.17728890GBP","0.0001772900GBP"
"2020-12-23 01:41:05","BTCGBP","SELL","17720.7400000000","0.0027270000BTC","48.32445798GBP","0.0483244600GBP"
"2020-12-21 03:07:05","BTCGBP","SELL","17960.0000000000","0.0055410000BTC","99.51636000GBP","0.0995163600GBP"
"2020-12-21 02:40:12","BTCGBP","BUY","17855.5600000000","0.0023650000BTC","42.22839940GBP","0.0000023700BTC"
"2020-12-21 02:40:12","BTCGBP","BUY","17855.3100000000","0.0031820000BTC","56.81559642GBP","0.0000031800BTC"
