portfolio,trade id,product,side,created at,size,size unit,price,fee,total,price/fee/total unit
default,307647,DOT-GBP,SELL,2021-09-23T23:12:51.456Z,9.83900000,DOT,23.894,1.17546533,233.91760067,GBP
default,328499,XRP-GBP,BUY,2020-11-23T23:45:46.985Z,10000.00000000,XRP,0.455,4.55,-4554.55,GBP
default,360160,XRP-GBP,BUY,2020-11-24T15:10:43.474Z,4959.00000000,XRP,0.49,2.42991,-2432.33991,GBP
default,360161,XRP-GBP,BUY,2020-11-24T15:10:43.501Z,5041.00000000,XRP,0.49,2.47009,-2472.56009,GBP
default,361351,XRP-GBP,SELL,2020-11-24T15:48:12.967Z,10010.00000000,XRP,0.5,5.005,4999.995,GBP
default,364306,XRP-GBP,BUY,2020-11-24T17:28:35.138Z,1000.00000000,XRP,0.501,0.501,-501.501,GBP
default,364310,XRP-GBP,BUY,2020-11-24T17:28:42.508Z,7000.00000000,XRP,0.501,3.507,-3510.507,GBP
default,364311,XRP-GBP,BUY,2020-11-24T17:28:42.515Z,2000.00000000,XRP,0.501,1.002,-1003.002,GBP
default,365061,XRP-GBP,SELL,2020-11-24T18:04:08.169Z,3.92387700,XRP,0.51,0.00200117727,1.99917609273,GBP
default,365062,XRP-GBP,SELL,2020-11-24T18:04:12.846Z,825.00000000,XRP,0.51,0.42075,420.32925,GBP
default,365063,XRP-GBP,SELL,2020-11-24T18:04:12.884Z,328.33869900,XRP,0.51,0.16745273649,167.28528375351,GBP
default,365064,XRP-GBP,SELL,2020-11-24T18:04:17.693Z,150.00000000,XRP,0.51,0.0765,76.4235,GBP
default,365065,XRP-GBP,SELL,2020-11-24T18:04:19.601Z,440.00000000,XRP,0.51,0.2244,224.1756,GBP
default,365068,XRP-GBP,SELL,2020-11-24T18:04:30.050Z,5000.00000000,XRP,0.51,2.55,2547.45,GBP
default,365069,XRP-GBP,SELL,2020-11-24T18:04:31.687Z,882.00000000,XRP,0.51,0.44982,449.37018,GBP
default,365070,XRP-GBP,SELL,2020-11-24T18:04:31.791Z,2370.73742400,XRP,0.51,1.20907608624,1207.86701015376,GBP
default,366248,XRP-GBP,BUY,2020-11-24T18:49:53.305Z,10000.00000000,XRP,0.5197,5.197,-5202.197,GBP
default,366848,XRP-GBP,SELL,2020-11-24T19:11:30.120Z,3070.33781000,XRP,0.53,1.6272790393,1625.6517602607,GBP
default,366849,XRP-GBP,SELL,2020-11-24T19:11:30.140Z,5000.00000000,XRP,0.53,2.65,2647.35,GBP
default,366850,XRP-GBP,SELL,2020-11-24T19:11:30.148Z,1929.66219000,XRP,0.53,1.0227209607,1021.6982397393,GBP
default,368451,XRP-GBP,BUY,2020-11-24T19:48:02.921Z,7.17505800,XRP,0.56,0.00401803248,-4.02205051248,GBP
default,368452,XRP-GBP,BUY,2020-11-24T19:48:04.509Z,150.68732000,XRP,0.56,0.0843848992,-84.4692840992,GBP
default,368453,XRP-GBP,BUY,2020-11-24T19:48:04.951Z,9842.13762000,XRP,0.56,5.5115970672,-5517.1086642672,GBP
default,368455,XRP-GBP,BUY,2020-11-24T19:48:08.087Z,0.00000200,XRP,0.56,1.12e-9,-0.00000112112,GBP
default,368732,XRP-GBP,SELL,2020-11-24T19:53:22.323Z,3506.00000000,XRP,0.55,1.9283,1926.3717,GBP
default,368733,XRP-GBP,SELL,2020-11-24T19:53:22.389Z,6494.00000000,XRP,0.55,3.5717,3568.1283,GBP
default,368913,XRP-GBP,BUY,2020-11-24T19:57:03.157Z,10000.00000000,XRP,0.555,5.55,-5555.55,GBP
default,483957,USDT-GBP,SELL,2021-10-09T22:49:22.836Z,5000.00000000,USDT,0.7347,0.36735,3673.13265,GBP
default,622454,DOT-GBP,SELL,2021-11-14T20:35:00.186Z,26.25000000,DOT,34.171,4.48494375,892.50380625,GBP
default,622455,DOT-GBP,SELL,2021-11-14T20:35:00.186Z,32.79000000,DOT,34.17,5.6021715,1114.8321285,GBP
default,622456,DOT-GBP,SELL,2021-11-14T20:35:00.186Z,65.58000000,DOT,34.161,11.2013919,2229.0769881,GBP
default,622457,DOT-GBP,SELL,2021-11-14T20:35:00.186Z,17.37500000,DOT,34.157,2.967389375,590.510485625,GBP
default,1014034,USDT-GBP,SELL,2022-01-21T11:34:02.022Z,58.32000000,USDT,0.738,0.004304016,43.035855984,GBP
default,1014035,USDT-GBP,SELL,2022-01-21T11:34:02.022Z,5000.00000000,USDT,0.738,0.369,3689.631,GBP
default,1014036,USDT-GBP,SELL,2022-01-21T11:34:02.046Z,1045.66000000,USDT,0.738,0,771.69708,GBP
default,1014037,USDT-GBP,SELL,2022-01-21T11:34:02.128Z,3452.23000000,USDT,0.738,0,2547.74574,GBP
default,1014038,USDT-GBP,SELL,2022-01-21T11:34:02.132Z,2971.11000000,USDT,0.738,0,2192.67918,GBP
default,1014039,USDT-GBP,SELL,2022-01-21T11:34:07.907Z,296.82000000,USDT,0.738,0,219.05316,GBP
default,1014040,USDT-GBP,SELL,2022-01-21T11:34:10.961Z,661.60000000,USDT,0.738,0,488.2608,GBP
default,1014041,USDT-GBP,SELL,2022-01-21T11:34:20.569Z,6774.39000000,USDT,0.738,0,4999.49982,GBP
default,1014043,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,68.49000000,USDT,0.7379,0.0050538771,50.5337171229,GBP
default,1014044,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,19997.02000000,USDT,0.7379,1.4755801058,14754.3254778942,GBP
default,1014045,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,5000.00000000,USDT,0.7379,0.36895,3689.13105,GBP
default,1014046,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,300.00000000,USDT,0.7378,0.022134,221.317866,GBP
default,1014047,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,416.58000000,USDT,0.7378,0.0307352724,307.3219887276,GBP
default,1014048,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,39994.02000000,USDT,0.7377,2.9503588554,29500.6381951446,GBP
default,1014049,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,300.00000000,USDT,0.7377,0.022131,221.287869,GBP
default,1014050,USDT-GBP,SELL,2022-01-21T11:34:45.898Z,2226.06000000,USDT,0.7377,0.1642164462,1642.0002455538,GBP
default,1823892,ETH-GBP,BUY,2020-09-16T23:55:05.229Z,0.50000000,ETH,282,0.705,-141.705,GBP
default,1844426,ETH-GBP,BUY,2020-09-23T00:35:55.363Z,0.75000000,ETH,270,1.0125,-203.5125,GBP
default,1901004,ETH-GBP,BUY,2020-10-17T15:58:27.328Z,0.03487155,ETH,285.34,0.049751240385,-9.999999317385,GBP
default,1901033,ETH-GBP,BUY,2020-10-17T16:19:11.349Z,0.13994228,ETH,285.05,0.19945273457,-40.08999964857,GBP
default,1972551,ETH-GBP,BUY,2020-11-07T21:42:33.173Z,1.16000000,ETH,331,1.34386,-385.30386,GBP
default,2070544,ETH-GBP,BUY,2020-11-25T00:04:26.281Z,5.00000000,ETH,454.13,2.27065,-2272.92065,GBP
default,2070559,ETH-GBP,BUY,2020-11-25T00:07:53.943Z,5.00000000,ETH,453,2.265,-2267.265,GBP
default,2070572,ETH-GBP,BUY,2020-11-25T00:10:31.460Z,2.05366000,ETH,453,0.93030798,-931.23828798,GBP
default,2070573,ETH-GBP,BUY,2020-11-25T00:10:31.464Z,0.19634000,ETH,453,0.08894202,-89.03096202,GBP
default,2246072,ETH-GBP,SELL,2020-12-25T02:51:57.299Z,4.00000000,ETH,450.21,3.241512,1797.598488,GBP
default,2246073,ETH-GBP,SELL,2020-12-25T02:51:57.299Z,7.01571219,ETH,450.18,5.68499996464956,3152.64831372955044,GBP
default,2246074,ETH-GBP,SELL,2020-12-25T02:51:57.299Z,0.66334991,ETH,450,0.5373134271,297.9701460729,GBP
default,2246075,ETH-GBP,SELL,2020-12-25T02:51:57.316Z,3.12000000,ETH,450,1.1232,1402.8768,GBP
default,2246076,ETH-GBP,SELL,2020-12-25T02:52:16.887Z,0.00093790,ETH,450,0.000337644,0.421717356,GBP
default,2987066,XRP-BTC,SELL,2020-11-26T02:00:54.532Z,15.00000000,XRP,0.0000337,5.055e-7,0.0005049945,BTC
default,2987067,XRP-BTC,SELL,2020-11-26T02:00:58.490Z,9885.00000000,XRP,0.0000337,0.0003331245,0.3327913755,BTC
default,2987085,XRP-BTC,SELL,2020-11-26T02:01:54.221Z,9.00000000,XRP,0.0000338,3.042e-7,0.0003038958,BTC
default,3218350,XRP-BTC,BUY,2020-12-08T23:19:09.537Z,2642.00000000,XRP,0.00003044,0.00008042248,-0.08050290248,BTC
default,3218351,XRP-BTC,BUY,2020-12-08T23:19:09.852Z,20654.00000000,XRP,0.00003044,0.00062870776,-0.62933646776,BTC
default,3218931,XRP-BTC,SELL,2020-12-09T00:05:11.951Z,1676.00000000,XRP,0.0000305,0.000051118,0.051066882,BTC
default,3218932,XRP-BTC,SELL,2020-12-09T00:05:12.083Z,19.00000000,XRP,0.0000305,5.795e-7,0.0005789205,BTC
default,3218936,XRP-BTC,SELL,2020-12-09T00:05:22.029Z,21601.00000000,XRP,0.0000305,0.0006588305,0.6581716695,BTC
default,3219029,XRP-BTC,BUY,2020-12-09T00:12:19.887Z,53.00000000,XRP,0.00003029,0.00000160537,-0.00160697537,BTC
default,3219034,XRP-BTC,BUY,2020-12-09T00:12:35.041Z,4343.00000000,XRP,0.00003029,0.00013154947,-0.13168101947,BTC
default,3219035,XRP-BTC,BUY,2020-12-09T00:12:35.256Z,45.00000000,XRP,0.00003029,0.00000136305,-0.00136441305,BTC
default,3219081,XRP-BTC,BUY,2020-12-09T00:17:12.579Z,11432.00000000,XRP,0.00003045,0.0003481044,-0.3484525044,BTC
default,3219082,XRP-BTC,BUY,2020-12-09T00:17:12.778Z,702.00000000,XRP,0.00003045,0.0000213759,-0.0213972759,BTC
default,3219083,XRP-BTC,BUY,2020-12-09T00:17:12.797Z,3663.00000000,XRP,0.00003045,0.00011153835,-0.11164988835,BTC
default,3219084,XRP-BTC,BUY,2020-12-09T00:17:12.808Z,657.00000000,XRP,0.00003045,0.00002000565,-0.02002565565,BTC
default,3219085,XRP-BTC,BUY,2020-12-09T00:17:12.821Z,2000.00000000,XRP,0.00003045,0.0000609,-0.0609609,BTC
default,3219086,XRP-BTC,BUY,2020-12-09T00:17:12.839Z,420.00000000,XRP,0.00003045,0.000012789,-0.012801789,BTC
default,3219146,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,2400.00000000,XRP,0.00003064,0.000147072,0.073388928,BTC
default,3219147,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,250.00000000,XRP,0.00003064,0.00001532,0.00764468,BTC
default,3219148,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,2400.00000000,XRP,0.00003063,0.000147024,0.073364976,BTC
default,3219149,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,1262.00000000,XRP,0.00003063,0.00007731012,0.03857774988,BTC
default,3219150,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,2400.00000000,XRP,0.00003062,0.000146976,0.073341024,BTC
default,3219151,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,12007.00000000,XRP,0.00003062,0.00073530868,0.36691903132,BTC
default,3219152,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,2400.00000000,XRP,0.00003061,0.000146928,0.073317072,BTC
default,3219153,XRP-BTC,SELL,2020-12-09T00:22:33.600Z,196.00000000,XRP,0.00003061,0.00001199912,0.00598756088,BTC
default,3219647,XRP-BTC,BUY,2020-12-09T01:01:17.613Z,163.00000000,XRP,0.00003045,0.00000397068,-0.00496732068,BTC
default,3219650,XRP-BTC,BUY,2020-12-09T01:01:23.073Z,725.00000000,XRP,0.00003045,0.000017661,-0.022093911,BTC
default,3219690,XRP-BTC,BUY,2020-12-09T01:05:26.056Z,36.00000000,XRP,0.00003054,8.79552e-7,-0.001100319552,BTC
default,3219691,XRP-BTC,BUY,2020-12-09T01:05:32.398Z,2685.00000000,XRP,0.00003054,0.00006559992,-0.08206549992,BTC
default,3219692,XRP-BTC,BUY,2020-12-09T01:05:32.484Z,2718.00000000,XRP,0.00003054,0.000066406176,-0.083074126176,BTC
default,3219695,XRP-BTC,BUY,2020-12-09T01:05:42.718Z,1802.00000000,XRP,0.00003054,0.000044026464,-0.055077106464,BTC
default,3219696,XRP-BTC,BUY,2020-12-09T01:05:49.036Z,2689.00000000,XRP,0.00003054,0.000065697648,-0.082187757648,BTC
default,3219697,XRP-BTC,BUY,2020-12-09T01:05:49.112Z,319.00000000,XRP,0.00003054,0.000007793808,-0.009750053808,BTC
default,3219698,XRP-BTC,BUY,2020-12-09T01:05:49.144Z,938.00000000,XRP,0.00003054,0.000022917216,-0.028669437216,BTC
default,3219699,XRP-BTC,BUY,2020-12-09T01:05:49.152Z,530.00000000,XRP,0.00003054,0.00001294896,-0.01619914896,BTC
default,3219700,XRP-BTC,BUY,2020-12-09T01:05:49.179Z,415.00000000,XRP,0.00003054,0.00001013928,-0.01268423928,BTC
default,3219701,XRP-BTC,BUY,2020-12-09T01:05:49.279Z,838.00000000,XRP,0.00003054,0.000020474016,-0.025612994016,BTC
default,3219702,XRP-BTC,BUY,2020-12-09T01:05:49.375Z,723.00000000,XRP,0.00003054,0.000017664336,-0.022098084336,BTC
default,3219703,XRP-BTC,BUY,2020-12-09T01:05:49.668Z,2006.00000000,XRP,0.00003054,0.000049010592,-0.061312250592,BTC
default,3219704,XRP-BTC,BUY,2020-12-09T01:05:55.946Z,5998.00000000,XRP,0.00003054,0.000146543136,-0.183325463136,BTC
default,3219706,XRP-BTC,BUY,2020-12-09T01:05:59.273Z,727.00000000,XRP,0.00003054,0.000017762064,-0.022220342064,BTC
default,3236090,XRP-BTC,SELL,2020-12-09T20:59:26.674Z,982.00000000,XRP,0.00003144,0.000055573344,0.030818506656,BTC
default,3236091,XRP-BTC,SELL,2020-12-09T20:59:26.674Z,22330.00000000,XRP,0.00003143,0.00126329742,0.70056860258,BTC
default,3237190,XRP-BTC,BUY,2020-12-09T21:32:03.931Z,22700.00000000,XRP,0.00003215,0.000583844,-0.730388844,BTC
default,3237193,XRP-BTC,BUY,2020-12-09T21:32:04.857Z,30.00000000,XRP,0.00003215,7.716e-7,-0.0009652716,BTC
default,3237259,XRP-BTC,SELL,2020-12-09T21:33:34.467Z,22700.00000000,XRP,0.00003216,0.0005840256,0.7294479744,BTC
default,3237330,XRP-BTC,BUY,2020-12-09T21:35:10.051Z,2000.00000000,XRP,0.00003225,0.0000516,-0.0645516,BTC
default,3237331,XRP-BTC,BUY,2020-12-09T21:35:10.054Z,3000.00000000,XRP,0.00003225,0.0000774,-0.0968274,BTC
default,3237332,XRP-BTC,BUY,2020-12-09T21:35:10.058Z,13000.00000000,XRP,0.00003225,0.0003354,-0.4195854,BTC
default,3237333,XRP-BTC,BUY,2020-12-09T21:35:10.085Z,4600.00000000,XRP,0.00003225,0.00011868,-0.14846868,BTC
default,3240663,XRP-BTC,SELL,2020-12-09T23:34:26.661Z,9281.00000000,XRP,0.0000316,0.00023462368,0.29304497632,BTC
default,3240704,XRP-BTC,SELL,2020-12-09T23:42:55.817Z,6356.00000000,XRP,0.0000314,0.00015966272,0.19941873728,BTC
default,3240719,XRP-BTC,SELL,2020-12-09T23:46:12.300Z,6644.00000000,XRP,0.0000314,0.00016689728,0.20845470272,BTC
default,3240720,XRP-BTC,SELL,2020-12-09T23:46:12.317Z,349.00000000,XRP,0.0000314,0.00000876688,0.01094983312,BTC
default,3303130,XRP-BTC,BUY,2020-12-12T00:55:44.816Z,13604.00000000,XRP,0.00002935,0.00031942192,-0.39959682192,BTC
default,10336257,BTC-GBP,BUY,2020-09-15T11:24:15.913Z,0.01000000,BTC,8420,0.421,-84.621,GBP
default,10338388,BTC-GBP,BUY,2020-09-15T14:48:15.224Z,0.01000000,BTC,8400,0.42,-84.42,GBP
default,10339400,BTC-GBP,BUY,2020-09-15T16:21:13.331Z,0.01000000,BTC,8375,0.41875,-84.16875,GBP
default,10353251,BTC-GBP,BUY,2020-09-16T23:44:00.270Z,0.01000000,BTC,8480,0.424,-85.224,GBP
default,10355537,BTC-GBP,BUY,2020-09-17T10:14:59.461Z,0.02000000,BTC,8400,0.84,-168.84,GBP
default,10367771,BTC-GBP,BUY,2020-09-18T16:13:18.648Z,0.04000000,BTC,8410,1.682,-338.082,GBP
default,10386727,BTC-GBP,BUY,2020-09-21T09:54:55.114Z,0.00500000,BTC,8372,0.2093,-42.0693,GBP
default,10388524,BTC-GBP,BUY,2020-09-21T12:00:51.143Z,0.00418900,BTC,8250,0.17279625,-34.73204625,GBP
default,10388525,BTC-GBP,BUY,2020-09-21T12:00:59.842Z,0.00081100,BTC,8250,0.03345375,-6.72420375,GBP
default,10388672,BTC-GBP,BUY,2020-09-21T12:11:51.180Z,0.00500000,BTC,8210,0.20525,-41.25525,GBP
default,10388775,BTC-GBP,BUY,2020-09-21T12:21:42.511Z,0.04000000,BTC,8209,1.6418,-330.0018,GBP
default,10405608,BTC-GBP,BUY,2020-09-23T00:06:29.063Z,0.00132236,BTC,8277.05,0.05472619919,-10.99996603719,GBP
default,10405660,BTC-GBP,BUY,2020-09-23T00:38:47.051Z,0.00326338,BTC,8280,0.135103932,-27.155890332,GBP
default,10405661,BTC-GBP,BUY,2020-09-23T00:39:55.440Z,0.00316645,BTC,8280,0.13109103,-26.34929703,GBP
default,10405662,BTC-GBP,BUY,2020-09-23T00:40:01.049Z,0.00222562,BTC,8280,0.092140668,-18.520274268,GBP
default,10405663,BTC-GBP,BUY,2020-09-23T00:40:16.550Z,0.03134455,BTC,8280,1.29766437,-260.83053837,GBP
default,10612788,BTC-GBP,BUY,2020-10-17T15:54:31.964Z,0.00200000,BTC,8800,0.088,-17.688,GBP
default,10612899,BTC-GBP,BUY,2020-10-17T16:15:41.275Z,0.00600000,BTC,8791,0.26373,-53.00973,GBP
default,10651874,BTC-GBP,BUY,2020-10-21T14:34:48.558Z,0.44696449,BTC,9700,21.677777765,-4357.233330765,GBP
default,10652755,BTC-GBP,BUY,2020-10-21T15:03:14.304Z,0.20764982,BTC,9680,10.050251288,-2020.100508888,GBP
default,10652756,BTC-GBP,BUY,2020-10-21T15:03:15.489Z,0.00716288,BTC,9680,0.346683392,-69.683361792,GBP
default,10652761,BTC-GBP,BUY,2020-10-21T15:03:40.658Z,0.05187912,BTC,9680,2.510949408,-504.700831008,GBP
default,10652779,BTC-GBP,BUY,2020-10-21T15:04:36.334Z,0.06870403,BTC,9680,3.325275052,-668.380285452,GBP
default,10652812,BTC-GBP,BUY,2020-10-21T15:05:48.669Z,0.03802880,BTC,9680,1.84059392,-369.95937792,GBP
default,10652813,BTC-GBP,BUY,2020-10-21T15:05:49.555Z,0.00493261,BTC,9680,0.238738324,-47.986403124,GBP
default,10652814,BTC-GBP,BUY,2020-10-21T15:05:49.764Z,0.20164274,BTC,9680,9.759508616,-1961.661231816,GBP
default,10679977,BTC-GBP,BUY,2020-10-22T23:52:20.576Z,0.80000000,BTC,9930,27.804,-7971.804,GBP
default,10679978,BTC-GBP,BUY,2020-10-22T23:52:20.643Z,0.20000000,BTC,9930,6.951,-1992.951,GBP
default,10875022,BTC-GBP,BUY,2020-11-07T21:31:05.899Z,0.04443081,BTC,11310,1.75879361385,-504.27125471385,GBP
default,10875023,BTC-GBP,BUY,2020-11-07T21:31:07.379Z,0.80556000,BTC,11310,31.8880926,-9142.7716926,GBP
default,10875025,BTC-GBP,BUY,2020-11-07T21:31:12.321Z,0.00000919,BTC,11310,0.00036378615,-0.10430268615,GBP
default,10944821,BTC-GBP,BUY,2020-11-13T08:58:36.434Z,0.40170704,BTC,12411.11,17.4497059142504,-5003.0799671286504,GBP
default,10953374,BTC-GBP,SELL,2020-11-13T22:26:21.527Z,0.40170704,BTC,12405.25,17.44146690286,4965.83479105714,GBP
default,10954109,BTC-GBP,BUY,2020-11-14T00:27:52.237Z,0.10584183,BTC,12340,1.9591322733,-1308.0473144733,GBP
default,10954111,BTC-GBP,BUY,2020-11-14T00:28:17.540Z,0.28415817,BTC,12340,5.2597677267,-3511.7715855267,GBP
default,10954473,BTC-GBP,SELL,2020-11-14T02:12:12.650Z,0.06022000,BTC,12292,1.8505606,738.3736794,GBP
default,10954474,BTC-GBP,SELL,2020-11-14T02:12:12.650Z,0.06031000,BTC,12290,1.85302475,739.35687525,GBP
default,10954475,BTC-GBP,SELL,2020-11-14T02:12:12.650Z,0.24172905,BTC,12290,7.42712506125,2963.42289943875,GBP
default,10954476,BTC-GBP,SELL,2020-11-14T02:12:12.650Z,0.02774095,BTC,12288.41,0.85223041847375,340.03993697102625,GBP
default,10954524,BTC-GBP,BUY,2020-11-14T02:31:57.350Z,0.15109455,BTC,12326.15,4.65603521870625,-1867.07012270120625,GBP
default,10954525,BTC-GBP,BUY,2020-11-14T02:31:57.350Z,0.24754492,BTC,12331.13,7.631271473399,-3060.139860832999,GBP
default,10963016,BTC-GBP,SELL,2020-11-14T20:54:40.789Z,0.25695942,BTC,12157.66,7.810063155393,3116.215199001807,GBP
default,10963017,BTC-GBP,SELL,2020-11-14T20:54:40.789Z,0.11750000,BTC,12152.83,3.5698938125,1424.3876311875,GBP
default,10963018,BTC-GBP,SELL,2020-11-14T20:54:40.789Z,0.02418005,BTC,12152.72,0.73463344309,293.11874379291,GBP
default,10964413,BTC-GBP,BUY,2020-11-15T01:14:57.219Z,0.39778651,BTC,12121.24,12.054164391181,-4833.719920863581,GBP
default,10964890,BTC-GBP,SELL,2020-11-15T05:44:05.736Z,0.39778651,BTC,12161,7.256222622165,4830.225525487835,GBP
default,10966299,BTC-GBP,BUY,2020-11-15T11:24:08.251Z,0.08498645,BTC,12152.32,2.58195634016,-1035.36449240416,GBP
default,10966300,BTC-GBP,BUY,2020-11-15T11:24:08.251Z,0.31144780,BTC,12154.21,9.463504913095,-3794.865470151095,GBP
default,10966371,BTC-GBP,SELL,2020-11-15T11:32:53.920Z,0.39643425,BTC,12229.92,12.1208979069,4836.2382648531,GBP
default,10966488,BTC-GBP,BUY,2020-11-15T11:55:42.862Z,0.11407688,BTC,12137.82,3.461611589004,-1388.106247190604,GBP
default,10966489,BTC-GBP,BUY,2020-11-15T11:55:42.862Z,0.28337313,BTC,12137.83,8.59883719626975,-3448.13371570416975,GBP
default,10967215,BTC-GBP,SELL,2020-11-15T13:36:27.107Z,0.00228280,BTC,12215,0.027884402,27.856517598,GBP
default,10967216,BTC-GBP,SELL,2020-11-15T13:36:31.753Z,0.02350776,BTC,12215,0.2871472884,286.8601411116,GBP
default,10967220,BTC-GBP,SELL,2020-11-15T13:37:00.452Z,0.37165945,BTC,12215,4.53982018175,4535.28036156825,GBP
default,10969156,BTC-GBP,BUY,2020-11-15T17:47:45.604Z,0.31591688,BTC,12080,3.8162759104,-3820.0921863104,GBP
default,10969157,BTC-GBP,BUY,2020-11-15T17:47:50.314Z,0.07408312,BTC,12080,0.8949240896,-895.8190136896,GBP
default,10972339,BTC-GBP,SELL,2020-11-15T23:28:01.293Z,0.00409340,BTC,12154,0.0497511836,49.7014324164,GBP
default,10972341,BTC-GBP,SELL,2020-11-15T23:28:16.740Z,0.00944758,BTC,12154,0.11482588732,114.71106143268,GBP
default,10972342,BTC-GBP,SELL,2020-11-15T23:28:24.501Z,0.00787244,BTC,12154,0.09568163576,95.58595412424,GBP
default,10972364,BTC-GBP,SELL,2020-11-15T23:31:26.316Z,0.00311181,BTC,12154,0.03782093874,37.78311780126,GBP
default,10972855,BTC-GBP,SELL,2020-11-16T01:06:26.388Z,0.36547477,BTC,12154,4.44198035458,4437.53837422542,GBP
default,10973039,BTC-GBP,BUY,2020-11-16T02:02:22.798Z,0.30000001,BTC,12133.02,7.2798122426604,-3647.1859335728604,GBP
default,10973040,BTC-GBP,BUY,2020-11-16T02:02:22.798Z,0.07652634,BTC,12133.32,1.8570371432976,-930.3756087920976,GBP
default,10973041,BTC-GBP,BUY,2020-11-16T02:02:22.798Z,0.02400412,BTC,12133.58,0.5825118206992,-291.8384221702992,GBP
default,10973202,BTC-GBP,SELL,2020-11-16T03:40:30.346Z,0.01102916,BTC,12151,0.13401532316,133.88130783684,GBP
default,10973203,BTC-GBP,SELL,2020-11-16T03:40:30.358Z,0.38950131,BTC,12151,4.73283041781,4728.09758739219,GBP
default,10978503,BTC-GBP,BUY,2020-11-16T15:51:47.357Z,0.00000001,BTC,12484.17,2.496834e-7,-0.0001250913834,GBP
default,10978504,BTC-GBP,BUY,2020-11-16T15:51:47.357Z,0.30000001,BTC,12490.5,7.49430024981,-3754.64442515481,GBP
default,10978505,BTC-GBP,BUY,2020-11-16T15:51:47.357Z,0.08844610,BTC,12494.9,2.21025034978,-1107.33542523978,GBP
default,10978566,BTC-GBP,SELL,2020-11-16T15:57:32.555Z,0.38844612,BTC,12507,4.85829562284,4853.43732721716,GBP
default,10979373,BTC-GBP,BUY,2020-11-16T16:39:48.713Z,0.01000000,BTC,12600,0.126,-126.126,GBP
default,10979402,BTC-GBP,SELL,2020-11-16T16:41:22.846Z,0.01000000,BTC,12618.35,0.252367,125.931133,GBP
default,10979426,BTC-GBP,BUY,2020-11-16T16:43:35.404Z,0.00791818,BTC,12603.95,0.199600689622,-99.999945500622,GBP
